lat,lon,time,H1000,H850,PBLTOP,PS,SLP,T10M,T2M,T2MDEW,T850,TS,U10M,U2M,U50M,V10M,V2M,V50M
48.0,5.625,2014-01-01 05:30:00,116.09446,1431.8917,94421.55,97160.83,101412.94,276.40106,276.2147,275.99268,272.75125,275.82498,2.1877651,1.4732052,3.3637366,4.5458717,3.0650733,6.6023564
48.0,5.625,2014-01-01 06:30:00,117.15784,1432.1119,94374.7,97171.76,101426.93,276.29437,276.12155,275.89972,272.86826,275.75824,1.6351277,1.102526,2.520609,4.5504174,3.0664806,6.6263075
48.0,5.625,2014-01-01 07:30:00,118.042725,1432.588,92754.11,97173.66,101439.734,276.2353,276.08252,275.82065,272.986,275.78116,1.1153461,0.75559217,1.7653667,4.7059307,3.183442,6.792458
48.0,5.625,2014-01-01 08:30:00,118.55059,1433.5491,94837.14,97177.734,101447.2,276.42133,276.35788,275.9469,272.95023,276.29538,0.58544683,0.40279,0.92379475,5.0601463,3.4790955,6.7256303
48.0,5.625,2014-01-01 09:30:00,115.23127,1431.9038,94344.45,97140.125,101406.28,276.76392,276.77487,276.19824,273.05664,276.87415,0.08824006,0.061543778,0.31728947,5.207469,3.6207445,6.6785574
48.0,5.625,2014-01-01 10:30:00,110.268005,1429.4985,95564.16,97084.5,101344.85,277.25552,277.31693,276.5835,273.48724,277.5586,-0.23813564,-0.16668397,-0.14549899,5.296606,3.7095714,6.5449667
48.0,5.625,2014-01-01 11:30:00,104.65435,1426.5947,94800.04,97018.01,101275.47,277.90186,278.01947,276.98016,273.94748,278.42224,0.20054471,0.14137846,0.44647717,6.1832223,4.3410864,7.6935377
48.0,5.625,2014-01-01 12:30:00,98.72015,1422.9354,93616.766,96956.83,101201.19,278.71246,278.8636,277.4775,274.35873,279.35333,0.574399,0.40386727,0.9582078,6.6246,4.657779,8.203926
48.0,5.625,2014-01-01 13:30:00,92.53531,1418.6714,93839.47,96886.125,101123.47,279.42532,279.46094,277.8978,274.77228,279.54596,0.4942394,0.34450465,0.8038931,6.680828,4.653373,8.473581
48.0,5.625,2014-01-01 14:30:00,87.87008,1415.554,94866.84,96836.25,101064.875,279.41498,279.24,278.09027,275.0567,278.7472,-0.16219902,-0.110815555,-0.07605779,6.300947,4.2983546,8.781456
48.0,5.625,2014-01-01 15:30:00,83.86821,1412.9286,94808.34,96793.1,101014.516,279.04663,278.75415,278.03503,275.3316,278.06915,-0.49583316,-0.3362083,-0.48154998,6.6283126,4.4817896,9.643399
48.0,5.625,2014-01-01 16:30:00,78.41444,1408.7302,94881.85,96736.58,100946.86,278.9445,278.64874,277.90018,275.682,278.0468,-0.65198505,-0.4446094,-0.6570526,7.444276,5.05701,10.58651
48.0,5.625,2014-01-01 17:30:00,71.68162,1402.8824,94165.58,96662.73,100863.836,278.9482,278.6624,277.67917,275.99603,278.04764,-0.4827212,-0.33069506,-0.34451348,8.208642,5.6006427,11.439961
48.0,5.625,2014-01-01 18:30:00,64.35292,1396.3853,93735.34,96581.67,100773.97,278.89853,278.60022,277.401,276.3272,277.9621,-0.27550298,-0.18964905,-0.05283439,8.555284,5.840515,11.921406
48.0,5.625,2014-01-01 19:30:00,57.009,1390.0397,93403.33,96497.89,100684.664,279.02072,278.70972,277.33405,276.45386,278.06335,0.009872705,0.0055224,0.35884392,8.88469,6.069524,12.409272
48.0,5.625,2014-01-01 20:30:00,50.707565,1384.5605,93338.2,96428.68,100607.984,279.1687,278.87582,277.46588,276.46844,278.25964,0.3042388,0.20715895,0.7792763,9.246536,6.32993,12.860899
48.0,5.625,2014-01-01 21:30:00,45.938576,1379.4758,93279.266,96379.6,100550.19,279.1942,278.9222,277.64777,276.23468,278.34274,0.62452877,0.42748564,1.2402835,9.512101,6.5234003,13.131651
48.0,5.625,2014-01-01 22:30:00,42.632725,1375.1442,93612.78,96348.18,100509.88,279.24545,279.00055,277.9784,275.8673,278.48212,1.5034691,1.0329748,2.4416606,9.929656,6.8228555,13.356477
48.0,5.625,2014-01-01 23:30:00,38.594383,1370.4485,93627.27,96298.42,100461.47,279.48578,279.25125,278.44357,275.75177,278.78262,2.0563757,1.4144957,3.1431181,10.069794,6.925211,13.451255
48.5,5.0,2014-01-01 00:30:00,98.7833,1417.5286,97664.84,98422.414,101199.34,277.1524,276.97992,276.43954,273.35022,276.60318,2.6967316,1.8513635,3.8105748,5.108285,3.5072885,7.0793
48.5,5.0,2014-01-01 01:30:00,100.41565,1418.5391,97588.16,98443.72,101220.42,277.31125,277.11295,276.7682,273.21158,276.687,2.3154156,1.5762689,3.464711,4.6828613,3.1884532,6.7529902
48.5,5.0,2014-01-01 02:30:00,102.37683,1419.2582,97712.414,98462.7,101246.25,277.5517,277.4029,277.05823,272.86676,277.13034,2.5549076,1.7479913,3.743273,4.3858123,3.0021172,6.124672
48.5,5.0,2014-01-01 03:30:00,103.62301,1418.907,95188.72,98476.27,101264.44,277.8749,277.6823,277.36795,272.2443,277.30225,2.6441593,1.7946421,4.2391467,4.1245594,2.798477,6.070174
48.5,5.0,2014-01-01 04:30:00,105.24525,1419.2605,94307.625,98485.79,101286.42,278.13943,277.92578,277.65607,271.72638,277.48062,2.7495055,1.8539892,4.4096723,3.8092537,2.5680747,5.757361
48.5,5.0,2014-01-01 05:30:00,105.09446,1418.298,93365.55,98488.83,101284.69,278.1491,277.91196,277.6294,271.5823,277.4153,2.2190151,1.4873654,3.7006507,3.9931374,2.6764014,6.2761846
48.5,5.0,2014-01-01 06:30:00,105.18909,1417.7682,94774.7,98491.76,101285.93,278.00922,277.72897,277.41534,271.71396,277.12445,1.6805378,1.1176627,2.9454136,4.240847,2.820387,6.8626356
48.5,5.0,2014-01-01 07:30:00,104.980225,1417.4318,94242.11,98485.66,101283.234,277.97357,277.68213,277.19955,271.95572,277.0956,1.2608539,0.8439711,2.217515,4.850462,3.2488718,7.638161
48.5,5.0,2014-01-01 08:30:00,104.61309,1417.4553,92277.14,98481.734,101277.2,278.2885,278.09225,277.2516,272.17972,277.75436,0.8142066,0.5567817,1.4604158,5.7007713,3.9009705,8.208053
48.5,5.0,2014-01-01 09:30:00,100.51252,1415.0913,91896.45,98436.125,101225.78,278.71704,278.59518,277.27246,272.4375,278.3722,0.39341584,0.27196246,0.8065778,6.1254377,4.2379317,8.354339
48.5,5.0,2014-01-01 10:30:00,95.643005,1413.6235,93676.16,98380.5,101165.85,279.15787,279.1099,277.4585,272.73627,279.07617,-0.39194423,-0.27361757,-0.25267673,6.169653,4.301368,8.084029
48.5,5.0,2014-01-01 11:30:00,88.77935,1411.126,96256.04,98298.01,101081.97,280.01514,280.1093,277.8864,273.11057,280.5277,-0.7513596,-0.5306186,-0.6515453,6.3902535,4.5110083,7.9552565
48.5,5.0,2014-01-01 12:30:00,81.1264,1406.9979,96000.766,98204.83,100987.19,280.93903,281.03937,278.3525,273.60092,281.34552,-0.69004345,-0.48683402,-0.6393264,6.8706937,4.8472323,8.508614
48.5,5.0,2014-01-01 13:30:00,73.769684,1401.8589,96239.47,98126.125,100895.59,281.36673,281.39453,278.68686,274.1668,281.43073,-0.72408336,-0.50812596,-0.6587534,6.9698906,4.889701,8.653269
48.5,5.0,2014-01-01 14:30:00,68.40133,1397.9446,97170.84,98060.25,100828.44,280.9853,280.8103,278.78558,274.63873,280.21985,-0.9842205,-0.67819834,-1.102425,6.535322,4.505386,8.730675
48.5,5.0,2014-01-01 15:30:00,63.696335,1395.163,97144.34,98009.1,100770.266,280.24585,279.95337,278.62878,274.9937,279.21368,-1.2077472,-0.82668686,-1.4444406,6.9369063,4.7474146,9.701993
48.5,5.0,2014-01-01 16:30:00,57.08631,1390.6365,97041.85,97936.58,100689.3,279.87418,279.57452,278.57205,275.2777,278.89447,-1.4752272,-1.0110157,-1.7830291,7.1708384,4.914432,9.758385
48.5,5.0,2014-01-01 17:30:00,49.150364,1384.0543,89493.58,97838.73,100592.37,280.15915,279.8382,278.53073,275.39447,279.2156,-1.2537173,-0.8617009,-1.1311345,8.021142,5.514705,11.381368
48.5,5.0,2014-01-01 18:30:00,41.806046,1377.0884,92295.34,97757.67,100502.98,280.79306,280.44006,278.3385,275.49713,279.59882,-0.4234522,-0.2921881,-0.07138908,9.317002,6.428406,12.714375
48.5,5.0,2014-01-01 19:30:00,34.95431,1370.2272,94683.33,97681.89,100419.91,280.41525,280.09644,278.21686,275.57886,279.36804,-0.70338416,-0.4850782,-0.45164192,8.845628,6.100774,12.15146
48.5,5.0,2014-01-01 20:30:00,28.684128,1364.5605,93898.2,97612.68,100343.83,280.50464,280.14536,278.169,275.81024,279.31042,0.058297634,0.040334612,0.6642861,9.414505,6.4939923,13.048399
48.5,5.0,2014-01-01 21:30:00,23.790138,1359.0227,93839.266,97555.6,100284.61,280.4989,280.1605,278.31183,275.96906,279.3857,0.5957812,0.41155547,1.3821292,9.445695,6.5234003,12.979307
48.5,5.0,2014-01-01 22:30:00,19.933508,1353.9567,93804.78,97516.18,100238.04,280.56967,280.27008,278.56433,276.13684,279.60712,1.08843,0.75331175,2.0354106,9.496062,6.5709023,12.821321
48.5,5.0,2014-01-01 23:30:00,14.803369,1348.2454,92331.27,97458.42,100176.625,280.7436,280.44266,278.7795,276.28693,279.7592,1.3862097,0.96015006,2.4600127,9.843231,6.817789,13.365317
48.5,5.625,2014-01-01 00:30:00,103.93955,1422.2473,89824.84,97342.414,101260.09,276.02155,275.86664,275.11923,273.94592,275.59927,5.061966,3.4783165,7.2431917,5.452035,3.7455697,7.300003
48.5,5.625,2014-01-01 01:30:00,105.0094,1423.5703,95284.16,97355.72,101274.92,276.33078,276.16763,275.61975,273.40494,275.8213,4.0517435,2.7710931,5.6219373,4.9992676,3.418922,6.8662715
48.5,5.625,2014-01-01 02:30:00,106.00183,1423.8519,96624.414,97366.7,101288.5,276.2724,276.10602,275.7223,273.02692,275.73825,3.2980716,2.2450616,4.6905384,4.6485076,3.1642265,6.4117813
48.5,5.625,2014-01-01 03:30:00,107.34176,1423.8757,94452.72,97372.27,101306.19,276.44913,276.27216,275.9031,272.71793,275.9458,3.428339,2.3317513,5.1590686,4.5747547,3.1100004,6.4315023
48.5,5.625,2014-01-01 04:30:00,109.6515,1424.9167,91923.625,97397.79,101336.42,276.8699,276.69727,276.3045,272.3172,276.3654,3.4575133,2.3500829,5.060063,4.4996834,3.0592856,6.4077516
48.5,5.625,2014-01-01 05:30:00,110.87571,1425.2667,90597.55,97408.83,101352.94,277.07684,276.90414,276.5161,271.98172,276.55887,2.8625698,1.9419552,4.2475257,4.5488014,3.085581,6.5554814
48.5,5.625,2014-01-01 06:30:00,112.37659,1425.8619,92406.7,97427.76,101371.93,277.07953,276.9067,276.53253,271.87704,276.54242,2.2630575,1.53319,3.4034214,4.6754174,3.1670666,6.7649794
48.5,5.625,2014-01-01 07:30:00,113.573975,1426.2443,93154.11,97437.66,101387.734,277.02826,276.854,276.473,272.04947,276.49014,1.8502094,1.2546155,2.8366556,5.0184307,3.4031687,7.2221456
48.5,5.625,2014-01-01 08:30:00,114.42559,1427.0491,91797.14,97449.734,101398.7,277.1264,277.0239,276.5055,272.32034,276.86765,1.4074683,0.9655952,2.1469393,5.55624,3.8140564,7.643599
48.5,5.625,2014-01-01 09:30:00,111.07502,1424.9976,95304.45,97412.125,101356.78,277.3733,277.34518,276.64746,272.55078,277.33508,1.0511307,0.728597,1.5106794,5.9164534,4.103166,7.672698
48.5,5.625,2014-01-01 10:30:00,106.393005,1422.6548,93580.16,97356.5,101299.1,277.62662,277.65286,276.81006,272.80463,277.76758,0.5741202,0.39990538,0.94483304,5.968481,4.160743,7.6387167
48.5,5.625,2014-01-01 11:30:00,100.4981,1419.9697,94336.04,97282.01,101226.47,278.14795,278.2226,277.09735,273.21115,278.49646,0.5333389,0.3723355,0.9135182,6.366816,4.458274,8.01971
48.5,5.625,2014-01-01 12:30:00,93.78265,1416.4667,94352.766,97212.83,101143.44,278.82574,278.94952,277.45407,273.65366,279.35138,0.4850359,0.3401313,0.8172776,6.825772,4.792545,8.471504
48.5,5.625,2014-01-01 13:30:00,87.00406,1412.0151,94943.47,97134.125,101058.34,279.30814,279.3789,277.78842,274.16876,279.53815,0.2425304,0.16942531,0.46957302,7.083172,4.950248,8.852488
48.5,5.625,2014-01-01 14:30:00,81.71383,1408.3977,95154.84,97076.25,100991.625,279.27045,279.16187,277.91058,274.69342,278.79016,-0.078214645,-0.05356458,0.043571115,6.8087597,4.6870265,9.062706
48.5,5.625,2014-01-01 15:30:00,77.071335,1405.6473,91480.34,97025.1,100933.64,279.05054,278.7854,277.87878,275.10114,278.18243,-0.12498355,-0.08559796,0.13881135,7.261125,4.9485865,10.3348055
48.5,5.625,2014-01-01 16:30:00,70.80506,1401.5115,96049.85,96960.58,100856.11,278.8898,278.60968,277.90018,275.49255,277.9765,-0.486946,-0.33254886,-0.50910336,7.6102915,5.1878695,10.551353
48.5,5.625,2014-01-01 17:30:00,63.119114,1395.32,95429.58,96870.73,100761.52,278.83102,278.57257,277.87448,275.83197,278.0281,-0.65654933,-0.4493474,-0.614533,8.380517,5.7393146,11.611836
48.5,5.625,2014-01-01 18:30:00,55.75917,1388.5259,95383.34,96789.67,100671.22,278.8712,278.61975,277.7682,276.06354,278.06366,-0.32359868,-0.22138733,-0.17002189,9.020127,6.1920776,12.218281
48.5,5.625,2014-01-01 19:30:00,48.680874,1381.8678,94955.33,96713.89,100585.54,279.04807,278.7683,277.63092,276.22925,278.18054,0.15452603,0.10580316,0.63353264,9.279222,6.368352,12.823335
48.5,5.625,2014-01-01 20:30:00,42.520065,1376.248,94890.2,96644.68,100510.8,279.19995,278.9266,277.7237,276.26532,278.34558,0.4665923,0.32034865,0.98838276,9.637161,6.6209455,13.142149
48.5,5.625,2014-01-01 21:30:00,37.649513,1371.0071,94735.266,96587.6,100451.56,279.22546,278.95346,277.8509,276.07062,278.35056,0.8330859,0.5722,1.4956546,9.594132,6.5917597,13.104307
48.5,5.625,2014-01-01 22:30:00,33.58585,1365.7067,94524.78,96548.18,100402.07,279.19858,278.9615,277.99402,275.72668,278.44696,1.3733422,0.94532835,2.232188,9.839812,6.7759805,13.305696
48.5,5.625,2014-01-01 23:30:00,28.235008,1359.9954,94635.27,96490.42,100337.34,279.22015,279.00906,278.19357,275.86505,278.54434,1.7629187,1.215277,2.6938994,10.030731,6.913492,13.482505
48.0,5.0,2014-01-03 00:30:00,70.95632,1404.2812,96301.875,97034.86,100849.72,277.59308,277.2874,276.70367,275.01566,276.72034,0.05999434,0.042088985,0.17021179,5.055561,3.3596044,7.8606076
48.0,5.0,2014-01-03 01:30:00,70.50234,1404.187,95998.85,97033.336,100843.53,277.4771,277.24808,276.5466,275.6495,276.79767,-0.7395544,-0.49794507,-0.92333686,5.97043,4.051408,8.4890785
48.0,5.0,2014-01-03 02:30:00,68.23866,1402.599,96284.625,97002.69,100817.48,277.2367,277.06866,276.50006,276.11206,276.68103,-1.2392119,-0.8480369,-1.5035081,6.743416,4.6235123,9.066158
48.0,5.0,2014-01-03 03:30:00,63.944744,1399.5961,96228.56,96952.984,100766.06,277.0699,277.00858,276.61493,276.5073,276.92877,-1.3884443,-0.9610012,-1.5763326,7.299079,5.0509825,9.314252
48.0,5.0,2014-01-03 04:30:00,60.947372,1396.4862,96201.61,96931.29,100727.51,277.65875,277.56805,277.11694,277.057,277.45004,-0.74597156,-0.5161627,-0.6665356,7.781473,5.3794365,10.0427685
48.0,5.0,2014-01-03 05:30:00,60.135742,1396.1957,94890.38,96928.875,100714.984,278.33832,278.2008,277.61517,277.68848,277.97418,0.33547497,0.2303558,0.9023385,8.211606,5.661415,10.856965
48.0,5.0,2014-01-03 06:30:00,62.102562,1400.4382,88795.68,96944.35,100740.34,279.3385,279.12637,278.21588,278.08203,278.735,3.0423036,2.0947614,4.5467706,9.039597,6.2252975,12.003646
48.0,5.0,2014-01-03 07:30:00,65.028404,1404.6555,89743.37,96973.54,100777.8,279.81372,279.58038,278.74155,277.77185,279.1282,3.2433105,2.2269695,4.7979236,8.119635,5.5748816,10.879073
48.0,5.0,2014-01-03 08:30:00,70.427734,1410.5002,91331.39,97031.17,100843.125,280.24316,280.05762,279.2747,277.2902,279.73685,3.08217,2.115117,4.510876,7.1230054,4.891597,9.45132
48.0,5.0,2014-01-03 09:30:00,76.78373,1416.4857,91527.47,97108.43,100918.58,280.89352,280.78424,279.94318,276.5745,280.6795,3.2459564,2.239424,4.700771,6.8085027,4.6996017,8.995846
48.0,5.0,2014-01-03 10:30:00,79.78279,1419.5009,89735.75,97151.96,100952.7,281.7107,281.65692,280.69684,276.2057,281.63965,3.5134695,2.4329839,4.927038,6.363436,4.407439,8.230952
48.0,5.0,2014-01-03 11:30:00,79.476654,1418.8004,88173.21,97145.375,100949.02,282.27432,282.22647,281.20193,276.0351,282.16724,3.6465783,2.5268507,5.0356956,5.7210994,3.9656234,7.430845
48.0,5.0,2014-01-03 12:30:00,81.2478,1418.4644,91301.63,97161.086,100972.72,282.4478,282.3911,281.35355,275.84882,282.25104,3.473135,2.4047737,4.808403,5.725324,3.963864,7.485531
48.0,5.0,2014-01-03 13:30:00,86.915085,1421.771,91692.336,97219.266,101043.14,282.42877,282.29712,281.1248,275.67853,281.95444,3.8424258,2.6469293,5.6493015,6.0986333,4.201981,8.175083
48.0,5.0,2014-01-03 14:30:00,91.69549,1426.3135,92107.45,97270.016,101103.766,282.2843,282.0876,280.9485,275.77823,281.62012,3.8898473,2.665775,5.6665483,6.135974,4.2058077,8.386965
48.0,5.0,2014-01-03 15:30:00,95.517456,1430.9043,92501.22,97311.914,101150.94,281.94153,281.5955,280.80478,275.87906,280.72952,3.6517966,2.466845,5.634811,5.8128924,3.929072,8.507582
48.0,5.0,2014-01-03 16:30:00,98.4812,1434.8685,95824.875,97348.06,101186.59,281.13855,280.66855,280.4868,276.12985,279.6334,3.2111645,2.131647,5.1894107,5.428001,3.6052551,8.46967
48.0,5.0,2014-01-03 17:30:00,102.514,1439.282,96660.055,97392.61,101235.484,280.65344,280.26822,280.2788,276.1906,279.48697,2.9026175,1.9425387,4.539499,5.5917306,3.7414396,8.360476
48.0,5.0,2014-01-03 18:30:00,108.40188,1444.4824,96733.984,97459.2,101307.03,280.35773,280.1108,280.05075,276.04153,279.61118,2.8790176,1.9548537,4.260233,5.7845902,3.9280477,8.072649
48.0,5.0,2014-01-03 19:30:00,114.570305,1449.5083,96795.6,97528.97,101383.34,279.95087,279.83844,279.6973,275.95758,279.57462,2.6581519,1.8285276,3.6361675,6.079155,4.181129,7.969577
48.0,5.0,2014-01-03 20:30:00,118.621086,1452.7179,96842.03,97576.5,101433.8,279.5044,279.47253,279.2819,275.99786,279.37155,2.322157,1.6095932,3.0899646,6.1899347,4.2901416,7.7511396
48.0,5.0,2014-01-03 21:30:00,119.57484,1452.9214,95654.016,97586.88,101444.484,279.29755,279.28003,279.00485,275.97595,279.2555,2.137215,1.4840689,3.1479568,6.063451,4.209181,7.5935283
48.0,5.0,2014-01-03 22:30:00,119.690445,1452.2908,96074.125,97594.88,101444.7,279.2293,279.18817,278.92737,275.9585,279.03668,2.1328142,1.4771955,3.006981,5.6754313,3.928438,7.261779
48.0,5.0,2014-01-03 23:30:00,119.00247,1450.9889,96749.72,97582.65,101436.625,278.85907,278.83694,278.6052,275.9932,278.74777,1.2366341,0.85745853,1.6837703,5.135961,3.5598865,6.5307274
48.0,5.625,2014-01-03 00:30:00,78.58132,1409.9062,95821.875,96754.86,100943.72,277.18878,277.16437,276.9107,274.5391,277.08167,0.14886153,0.10263586,0.34599304,5.164936,3.5734715,6.6379514
48.0,5.625,2014-01-03 01:30:00,78.18984,1409.3745,95470.85,96753.336,100937.03,277.10992,277.1055,276.7927,274.9249,277.1219,-0.60332394,-0.41786695,-0.5688447,5.6950393,3.9517984,7.242985
48.0,5.625,2014-01-03 02:30:00,76.76991,1407.974,95996.625,96738.69,100919.48,277.10388,277.0843,276.8282,275.58862,277.01355,-1.0497588,-0.72645485,-1.1685472,6.1887283,4.287575,7.7731895
48.0,5.625,2014-01-03 03:30:00,72.50724,1405.3148,95956.56,96688.984,100868.56,277.36676,277.31522,277.029,276.11667,277.26227,-1.4460615,-0.9981106,-1.6671529,6.6525946,4.5998106,8.517377
48.0,5.625,2014-01-03 04:30:00,68.88487,1403.5487,95737.61,96651.29,100824.51,278.0689,277.96844,277.60913,276.52966,277.80966,-0.68640125,-0.47124082,-0.57669187,7.463114,5.1450615,9.706831
48.0,5.625,2014-01-03 05:30:00,67.76074,1402.6019,94794.38,96648.875,100807.484,278.56293,278.42737,277.97455,276.81543,278.19293,0.20193005,0.14100033,0.76732874,7.953793,5.475868,10.626496
48.0,5.625,2014-01-03 06:30:00,68.50881,1404.6257,92763.68,96664.35,100815.84,279.12756,278.94473,278.31744,277.5879,278.57483,2.2034364,1.5195659,3.327044,9.094284,6.262407,12.144271
48.0,5.625,2014-01-03 07:30:00,70.778404,1408.5305,91471.37,96677.54,100844.8,279.52075,279.3382,278.67123,278.06287,278.96414,3.2125487,2.213786,4.5684314,9.146978,6.301444,12.058761
48.0,5.625,2014-01-03 08:30:00,75.208984,1414.1877,94867.39,96727.17,100899.625,279.56348,279.4287,278.86063,277.9445,279.16653,2.681291,1.8485155,3.6993527,8.017537,5.5263624,10.349757
48.0,5.625,2014-01-03 09:30:00,81.50248,1420.8607,93095.47,96796.43,100976.08,279.9365,279.878,279.22443,277.50027,279.87677,2.850937,1.9742873,4.0054584,7.454987,5.160539,9.61694
48.0,5.625,2014-01-03 10:30:00,84.53279,1424.1884,90807.75,96839.96,101010.2,280.68335,280.66083,279.8531,276.90198,280.70605,3.4421804,2.3890386,4.7121944,7.0118737,4.8644705,8.9379835
48.0,5.625,2014-01-03 11:30:00,82.726654,1422.3004,89869.21,96825.375,100987.02,281.1962,281.1835,280.33475,276.67084,281.1985,3.3868127,2.3515577,4.5913596,6.264068,4.348436,8.04022
48.0,5.625,2014-01-03 12:30:00,83.65405,1420.8394,92469.63,96825.086,100999.72,281.3111,281.23096,280.42386,276.44745,281.0108,3.4291897,2.367176,4.669731,5.9186835,4.084958,7.8077965
48.0,5.625,2014-01-03 13:30:00,91.196335,1424.7085,92908.336,96907.266,101093.14,281.30768,281.19556,280.35916,275.83282,280.92905,3.757465,2.589312,5.375864,6.2607427,4.3152623,8.425083
48.0,5.625,2014-01-03 14:30:00,96.38299,1429.0635,93419.45,96966.016,101157.266,281.17493,281.01727,280.0813,275.88174,280.64355,4.0968785,2.8151891,5.7505326,6.370349,4.3776827,8.582277
48.0,5.625,2014-01-03 15:30:00,100.486206,1434.2168,93797.22,97007.914,101209.94,281.16418,280.90408,280.17978,276.00308,280.31546,3.3822653,2.2988763,5.009811,5.9828143,4.064814,8.484144
48.0,5.625,2014-01-03 16:30:00,102.2937,1438.056,94880.875,97020.06,101232.59,280.7909,280.36386,280.14304,276.26755,279.41855,2.897688,1.9255923,4.6581607,5.396751,3.587677,8.391545
48.0,5.625,2014-01-03 17:30:00,105.92025,1442.782,95764.055,97064.61,101276.984,280.51282,280.1237,280.10693,276.45526,279.33463,2.8772268,1.9259372,4.4535613,5.705012,3.8137052,8.594851
48.0,5.625,2014-01-03 18:30:00,111.49563,1448.2949,96333.984,97131.2,101344.53,280.2757,280.0405,279.98044,276.3765,279.5682,2.7706192,1.8874708,3.9467566,6.1810746,4.2034383,8.521868
48.0,5.625,2014-01-03 19:30:00,117.476555,1453.2583,96395.6,97200.97,101418.34,279.95087,279.84235,279.7051,276.17535,279.61758,2.778269,1.9139768,3.7787457,6.233452,4.288551,8.082858
48.0,5.625,2014-01-03 20:30:00,121.871086,1456.7179,96458.03,97248.5,101472.8,279.55127,279.5077,279.33658,276.16583,279.37546,2.6161022,1.810765,3.486449,6.1899347,4.282329,7.7823896
48.0,5.625,2014-01-03 21:30:00,123.32484,1457.3589,96230.016,97266.88,101490.484,279.1999,279.17456,278.9736,276.17908,279.10706,2.2202227,1.5397329,3.0366287,6.116185,4.2384777,7.695091
48.0,5.625,2014-01-03 22:30:00,123.377945,1456.6658,96394.125,97266.88,101490.7,279.0379,279.0202,278.80237,276.1499,278.95465,2.033693,1.4112775,2.73452,5.6519938,3.9186723,7.095763
48.0,5.625,2014-01-03 23:30:00,122.56497,1455.2389,96413.72,97254.65,101479.625,278.83563,278.82132,278.613,276.16312,278.7634,1.5403451,1.0690064,2.0597467,5.0207267,3.4817615,6.3295555
48.5,5.0,2014-01-03 00:30:00,62.64382,1394.6875,97229.875,98010.86,100751.72,279.26105,278.81085,278.07477,274.68558,277.80823,0.3344084,0.2188468,0.74028015,4.975483,3.2629247,8.380139
48.5,5.0,2014-01-03 01:30:00,60.939842,1394.1245,97230.85,97993.336,100730.53,278.4693,278.10745,277.2927,275.25693,277.3084,-0.76494503,-0.5155232,-1.0092744,5.6637893,3.805314,8.637516
48.5,5.0,2014-01-03 02:30:00,57.582413,1391.8177,97148.625,97954.69,100690.48,278.04333,277.74835,276.86334,275.8894,277.0702,-1.6181182,-1.1097556,-2.0923753,6.905525,4.7348404,9.738033
48.5,5.0,2014-01-03 03:30:00,52.475994,1387.8461,96948.56,97896.984,100629.06,277.59723,277.41678,276.80634,276.33932,277.00446,-1.7712568,-1.2295558,-2.1026998,7.5236883,5.218951,10.040814
48.5,5.0,2014-01-03 04:30:00,49.103622,1384.9862,97081.61,97859.29,100586.76,277.82867,277.72626,277.14038,276.99646,277.587,-1.1912841,-0.83208066,-1.2329419,8.539286,5.965374,11.097456
48.5,5.0,2014-01-03 05:30:00,47.448242,1383.1957,97082.38,97848.875,100564.234,278.4848,278.34924,277.64642,277.76855,278.0728,-0.06857777,-0.047964513,0.12572718,8.945981,6.237587,11.618684
48.5,5.0,2014-01-03 06:30:00,49.040062,1386.8757,88219.68,97864.35,100584.59,279.56897,279.35294,278.2237,278.05664,278.9596,2.3455262,1.6308941,3.6873956,9.520065,6.621782,12.671615
48.5,5.0,2014-01-03 07:30:00,52.403404,1390.9368,89167.37,97893.54,100627.05,280.32544,280.0374,278.85092,277.0199,279.41727,3.393701,2.3456218,5.0655017,8.252447,5.705741,10.976729
48.5,5.0,2014-01-03 08:30:00,57.99023,1396.5002,89395.39,97959.17,100694.625,281.0166,280.76465,279.68094,276.3488,280.31888,3.6485763,2.5199022,5.493298,7.2987866,5.0400343,9.978663
48.5,5.0,2014-01-03 09:30:00,64.65873,1401.892,90343.47,98036.43,100775.08,281.8232,281.64362,280.60724,275.68387,281.3299,4.1316986,2.8639357,5.9380755,6.95694,4.8226485,9.152096
48.5,5.0,2014-01-03 10:30:00,69.59529,1406.0634,90055.75,98095.96,100834.2,282.7224,282.59833,281.4781,275.7926,282.44043,4.055462,2.8172612,5.820593,6.4161706,4.4562674,8.363765
48.5,5.0,2014-01-03 11:30:00,69.851654,1407.1442,91517.21,98097.375,100838.02,283.85635,283.85147,282.2488,275.7597,284.011,4.38193,3.0678663,5.945852,6.1898494,4.332811,7.7706885
48.5,5.0,2014-01-03 12:30:00,69.8728,1407.2456,91477.63,98097.086,100838.72,284.30328,284.23096,282.37698,275.62323,284.02057,4.564932,3.1816292,6.3787155,5.879621,4.09863,7.5714684
48.5,5.0,2014-01-03 13:30:00,72.571335,1409.271,90412.336,98123.266,100873.64,284.39362,284.26587,282.10916,275.72638,283.90366,4.6939883,3.2621636,6.590708,6.3525395,4.4148717,8.362583
48.5,5.0,2014-01-03 14:30:00,76.85174,1413.0635,90091.45,98174.016,100926.766,283.95227,283.68134,281.636,275.57706,282.917,4.156449,2.8620641,6.1372514,6.6594114,4.584714,9.117434
48.5,5.0,2014-01-03 15:30:00,80.642456,1417.0918,90133.22,98215.914,100971.94,283.1759,282.76346,281.3751,275.65933,281.69437,3.8754294,2.6416497,6.0332484,6.572658,4.4808297,9.433363
