lat,lon,time,H1000,H850,PBLTOP,PS,SLP,T10M,T2M,T2MDEW,T850,TS,U10M,U2M,U50M,V10M,V2M,V50M
48.5,5.0,2014-01-03 16:30:00,83.5437,1420.3685,90096.875,98252.06,101006.59,282.52527,282.09824,281.1821,275.79977,281.1295,3.9387035,2.685358,6.162067,6.7033916,4.5710754,9.633733
48.5,5.0,2014-01-03 17:30:00,88.35775,1424.8445,90116.055,98312.61,101064.984,282.0558,281.65494,281.06006,275.6828,280.72134,4.099883,2.7994723,6.494577,6.59759,4.504135,9.434694
48.5,5.0,2014-01-03 18:30:00,94.93313,1430.2324,92525.984,98387.2,101145.53,281.5921,281.19284,280.8867,275.34036,280.23227,4.278432,2.9162796,6.8012486,6.218184,4.2405477,8.900774
48.5,5.0,2014-01-03 19:30:00,100.695305,1434.8208,97579.6,98448.97,101216.84,280.61102,280.2447,280.3926,275.36285,279.34415,3.151316,2.129797,4.9662457,5.4443893,3.6791756,7.8523893
48.5,5.0,2014-01-03 20:30:00,105.339836,1438.2804,97738.03,98504.5,101274.8,280.0005,279.8319,279.7897,275.35822,279.47702,2.5731335,1.7731674,3.7257068,5.9360285,4.094829,7.8761396
48.5,5.0,2014-01-03 21:30:00,108.41859,1439.4839,95494.016,98538.88,101312.984,279.93427,279.8933,279.55954,275.08923,279.85706,2.757332,1.9259634,4.2465897,6.3564196,4.4396496,7.9841533
48.5,5.0,2014-01-03 22:30:00,110.127945,1439.9783,96346.125,98562.88,101332.7,279.87775,279.78583,279.5055,275.03857,279.4898,2.9628923,2.0584943,4.2462387,5.8492594,4.063204,7.605529
48.5,5.0,2014-01-03 23:30:00,110.68997,1439.9889,97837.72,98574.65,101337.625,279.3747,279.3057,279.09738,275.27835,279.08762,1.2559212,0.8716187,1.7452937,5.3117423,3.6878161,6.9037743
48.5,5.625,2014-01-03 00:30:00,74.70632,1404.6562,95725.875,97018.86,100898.22,277.76495,277.721,277.3404,274.45706,277.63245,0.76971114,0.53354406,1.2021942,5.5965767,3.8703465,7.30592
48.5,5.625,2014-01-03 01:30:00,72.72109,1403.437,96094.85,97001.336,100873.03,277.4732,277.41605,277.06613,274.71396,277.22247,0.030465126,0.022074461,0.2285186,5.827852,4.0279703,7.555485
48.5,5.625,2014-01-03 02:30:00,69.76991,1400.849,95852.625,96970.69,100836.48,277.28552,277.2503,276.87115,275.37378,277.1776,-0.4921416,-0.3402244,-0.40634012,6.6731033,4.6293716,8.538815
48.5,5.625,2014-01-03 03:30:00,65.13224,1397.4086,95940.56,96912.984,100781.06,277.2691,277.2195,276.9118,276.08932,277.1197,-1.0075849,-0.6978176,-1.0343404,7.115485,4.931842,9.064252
48.5,5.625,2014-01-03 04:30:00,60.322372,1394.8925,92777.61,96859.29,100722.51,278.13922,278.05243,277.57007,276.53943,277.9874,0.10998547,0.07539004,0.81222415,8.500223,5.885296,11.3708935
48.5,5.625,2014-01-03 05:30:00,58.229492,1393.4769,93626.38,96848.875,100694.484,278.84027,278.70862,278.14642,277.0088,278.4615,1.4515638,1.0031219,2.5134225,9.496762,6.567665,12.563996
48.5,5.625,2014-01-03 06:30:00,57.165062,1393.532,92347.68,96848.35,100679.84,279.41663,279.23575,278.39557,277.74805,278.8639,2.812323,1.9433941,4.172747,10.164597,7.0241256,13.46849
48.5,5.625,2014-01-03 07:30:00,59.184654,1397.3743,94479.37,96861.54,100706.3,279.53247,279.35382,278.55405,278.03748,278.97,3.8282714,2.6459148,5.140697,9.830572,6.7955847,12.894698
48.5,5.625,2014-01-03 08:30:00,64.240234,1402.8127,91635.39,96911.17,100768.625,279.74707,279.59668,278.82156,277.31754,279.34622,3.9581466,2.7342577,5.5011106,8.419881,5.817378,11.154445
48.5,5.625,2014-01-03 09:30:00,70.97123,1409.1732,90807.47,96988.43,100850.58,280.47556,280.3858,279.41974,276.66434,280.30255,4.7566986,3.2955763,6.461513,7.9764714,5.5277267,10.288815
48.5,5.625,2014-01-03 10:30:00,75.28279,1412.9384,89255.75,97039.96,100902.2,281.19897,281.1413,280.06403,276.0641,281.10645,4.9382744,3.4256597,6.7248898,7.187655,4.985564,9.242671
48.5,5.625,2014-01-03 11:30:00,74.882904,1412.7379,87549.21,97033.375,100896.02,282.08292,282.0663,280.75662,275.75677,282.15356,4.9092736,3.4116163,6.539602,6.4085994,4.4539046,8.098814
48.5,5.625,2014-01-03 12:30:00,75.27905,1413.0894,90229.63,97041.086,100901.72,282.67438,282.6255,281.22855,275.61053,282.53033,4.596182,3.1874886,6.138481,5.9167304,4.102536,7.6202965
48.5,5.625,2014-01-03 13:30:00,79.946335,1415.9585,93884.336,97091.266,100959.64,282.753,282.6643,281.28885,275.45,282.4271,4.389301,3.0375543,6.075083,6.340821,4.387528,8.280552
48.5,5.625,2014-01-03 14:30:00,85.16424,1419.6885,94283.45,97142.016,101024.266,282.23743,282.06024,280.85474,275.78018,281.5459,4.205277,2.8952672,5.8735795,6.899646,4.7487764,9.218996
48.5,5.625,2014-01-03 15:30:00,88.642456,1423.0918,95269.22,97175.914,101068.44,281.56653,281.30643,280.4454,275.98648,280.63577,3.7279685,2.5498528,5.291061,6.853908,4.687861,9.417738
48.5,5.625,2014-01-03 16:30:00,91.1687,1426.556,95792.875,97212.06,101098.59,280.90808,280.5787,280.15085,276.03024,279.78964,3.243391,2.2048893,4.63277,6.803001,4.62381,9.664983
48.5,5.625,2014-01-03 17:30:00,94.92025,1430.782,95812.055,97256.61,101143.984,280.505,280.22916,279.9663,276.06464,279.61978,3.4709768,2.3707614,4.8793426,6.939387,4.7404633,9.661257
48.5,5.625,2014-01-03 18:30:00,100.93313,1436.3574,96045.984,97323.2,101217.53,280.19757,279.9858,279.8242,275.78568,279.5057,3.9464004,2.7082717,5.4125767,6.907637,4.7405477,9.369524
48.5,5.625,2014-01-03 19:30:00,107.070305,1441.3208,96491.6,97392.97,101293.34,279.9001,279.77203,279.62698,275.4488,279.4965,3.9862769,2.7489376,5.3217144,6.6826706,4.6088634,8.770358
48.5,5.625,2014-01-03 20:30:00,111.777336,1445.0304,96682.03,97440.5,101351.8,279.59033,279.53503,279.3444,275.49396,279.4028,3.8739147,2.683812,5.0518785,6.6274347,4.592876,8.442546
48.5,5.625,2014-01-03 21:30:00,114.76234,1446.5464,96294.016,97474.88,101389.484,279.28973,279.27222,279.0283,275.42908,279.21252,3.7563555,2.6085806,4.9907303,6.5907946,4.5802746,8.343528
48.5,5.625,2014-01-03 22:30:00,117.377945,1447.4158,96522.125,97506.88,101421.2,279.08478,279.06708,278.81018,275.23975,279.00153,3.5322282,2.4540021,4.580223,5.9801188,4.1530476,7.482482
48.5,5.625,2014-01-03 23:30:00,118.31497,1447.5514,96797.72,97518.65,101431.625,278.91376,278.89554,278.63644,275.21585,278.8259,2.5108042,1.7430787,3.2648249,5.167211,3.5872302,6.5053368
48.0,5.0,2014-01-04 00:30:00,117.25969,1448.9442,96413.91,97568.57,101414.98,278.70062,278.69333,278.4282,276.10666,278.68896,0.78787017,0.5473969,1.1889544,4.9265547,3.4245741,6.2626333
48.0,5.0,2014-01-04 01:30:00,113.145195,1445.367,96740.17,97519.09,101365.11,278.56805,278.55267,278.28717,276.3741,278.4801,0.038394034,0.02688694,0.13263541,4.6336765,3.2154756,5.9271073
48.0,5.0,2014-01-04 02:30:00,106.26506,1439.4756,96358.66,97436.734,101280.36,278.47183,278.4615,278.17154,276.72083,278.45,-0.7439532,-0.5169797,-0.79480547,4.6316924,3.2166188,5.9270015
48.0,5.0,2014-01-04 03:30:00,97.87131,1432.0623,96503.76,97337.16,101177.984,278.40714,278.38693,278.11856,276.96954,278.30554,-1.2861755,-0.8913962,-1.5809145,4.636024,3.2135634,5.956303
48.0,5.0,2014-01-04 04:30:00,87.690125,1423.1399,96370.64,97228.19,101053.945,278.20767,278.1987,277.92648,277.1044,278.17407,-1.9915795,-1.3843007,-2.4261706,4.7004404,3.2649946,5.9629745
48.0,5.0,2014-01-04 05:30:00,75.991684,1412.8579,96357.02,97094.33,100910.97,278.17975,278.16528,277.87994,277.2145,278.12283,-2.637094,-1.8318318,-3.2292342,4.9294233,3.423627,6.2410536
48.0,5.0,2014-01-04 06:30:00,64.285,1402.0414,96233.65,96956.62,100770.19,278.19708,278.16956,277.88596,277.263,278.12515,-3.3121357,-2.2976723,-4.0548677,5.2503653,3.6410408,6.675588
48.0,5.0,2014-01-04 07:30:00,54.43154,1392.2695,95879.38,96834.65,100652.66,278.5292,278.47272,278.1555,276.88522,278.39413,-3.793046,-2.6248968,-4.6724215,5.684937,3.934962,7.302438
48.0,5.0,2014-01-04 08:30:00,46.049805,1383.2448,92030.69,96731.28,100552.734,279.29053,279.19275,278.69556,276.28076,279.08902,-3.6916347,-2.549766,-4.3875647,6.5780725,4.5439453,9.017592
48.0,5.0,2014-01-04 09:30:00,36.828323,1373.454,90105.875,96634.74,100440.91,279.974,279.8475,279.15216,276.46732,279.59277,-2.6828396,-1.8487896,-3.1781256,6.9131284,4.766732,9.45802
48.0,5.0,2014-01-04 10:30:00,29.692303,1366.0636,90637.8,96554.39,100354.875,280.17923,280.0628,279.26453,276.7058,279.8264,-2.0619211,-1.4218074,-2.3577611,6.814026,4.7001266,9.3084755
48.0,5.0,2014-01-04 11:30:00,19.369812,1355.6758,90333.46,96424.266,100231.91,280.23077,280.13934,279.28235,276.73172,279.97205,-1.6259127,-1.1228229,-1.689744,6.639892,4.586261,8.897916
48.0,5.0,2014-01-04 12:30:00,10.436932,1346.4614,88179.32,96319.6,100125.18,280.3836,280.2971,279.44272,276.50427,280.103,-1.1848075,-0.81860757,-1.0390694,6.480337,4.474002,8.702314
48.0,5.0,2014-01-04 13:30:00,3.6919937,1339.3104,89368.55,96235.97,100044.33,280.34097,280.33527,279.42554,276.40765,280.32742,-1.2242987,-0.8518944,-1.1435256,6.755523,4.6996403,8.559402
48.0,5.0,2014-01-04 14:30:00,2.7947197,1337.0009,94114.45,96229.164,100033.5,279.87305,279.8756,279.07178,276.37448,279.77423,-1.2751832,-0.8874271,-1.381762,6.820983,4.7451854,8.546238
48.0,5.0,2014-01-04 15:30:00,1.9357643,1335.5961,95488.95,96212.08,100023.13,278.86038,278.7334,278.2956,276.3913,278.27826,-1.8809392,-1.2899711,-2.4509141,6.2953305,4.329435,8.304803
48.0,5.0,2014-01-04 16:30:00,-0.7244339,1334.3992,95354.45,96176.805,99991.24,278.18002,278.03275,277.68707,276.37064,277.69647,-2.5130906,-1.7224166,-3.2826865,5.8575573,4.013998,7.8607802
48.0,5.0,2014-01-04 17:30:00,-6.512787,1330.6234,95382.66,96114.06,99921.695,278.3051,278.15527,277.84637,276.47098,277.88452,-2.6647737,-1.8261003,-3.4880123,5.5662622,3.808952,7.525208
48.0,5.0,2014-01-04 18:30:00,-14.40905,1324.0085,95303.89,96026.62,99827.17,278.66867,278.54575,278.30682,276.56915,278.3333,-2.620562,-1.7969332,-3.4149318,5.306136,3.6383312,7.1614876
48.0,5.0,2014-01-04 19:30:00,-20.007904,1317.685,94757.88,95967.85,99760.52,278.97028,278.8725,278.62103,276.3871,278.7345,-2.0559113,-1.4133375,-2.6075969,5.3074613,3.6470947,7.2080035
48.0,5.0,2014-01-04 20:30:00,-22.279808,1312.915,94626.81,95943.97,99733.56,279.41815,279.25906,278.92694,275.98914,278.9374,-0.75829864,-0.5196233,-0.92656636,5.1687865,3.5142004,7.386577
48.0,5.0,2014-01-04 21:30:00,-18.663307,1310.919,93545.67,95976.09,99776.31,279.57733,279.39417,278.93182,275.08923,278.97406,2.424234,1.6568623,3.637263,5.2465487,3.5754704,7.5466847
48.0,5.0,2014-01-04 22:30:00,-10.297398,1312.7052,94460.82,96061.28,99876.35,278.9139,278.797,278.37378,273.49652,278.4789,5.877724,4.0484095,7.931065,2.899484,1.9926611,3.7920854
48.0,5.0,2014-01-04 23:30:00,-2.6454544,1316.4775,94354.03,96138.27,99968.25,278.36038,278.28973,277.887,272.3121,278.08942,7.775982,5.384695,10.175245,-0.25732315,-0.17825522,-0.530596
48.0,5.625,2014-01-04 00:30:00,121.13469,1453.4442,96509.91,97240.57,101462.48,278.54047,278.53317,278.311,276.2297,278.4878,0.93510985,0.6498482,1.2549334,4.668742,3.2400038,5.9091177
48.0,5.625,2014-01-04 01:30:00,118.145195,1450.367,96484.17,97207.09,101425.61,278.39227,278.3808,278.13873,276.39755,278.34338,0.22125536,0.15420628,0.34674674,4.420786,3.065085,5.626326
48.0,5.625,2014-01-04 02:30:00,112.07756,1444.6006,96406.66,97140.734,101351.36,278.37027,278.3443,278.0934,276.59973,278.28595,-0.4812579,-0.3321652,-0.5594539,4.3797393,3.0281422,5.6965327
48.0,5.625,2014-01-04 03:30:00,104.49631,1437.4998,96327.76,97049.16,101258.984,278.3251,278.29123,278.04825,276.71368,278.20398,-0.7837341,-0.5408103,-0.9720278,4.3664927,3.0123916,5.7414594
48.0,5.625,2014-01-04 04:30:00,95.377625,1429.3899,96226.64,96948.19,101146.945,278.27213,278.22604,277.98898,276.78214,278.1194,-1.0614038,-0.7309804,-1.3475573,4.239503,2.9144087,5.685631
48.0,5.625,2014-01-04 05:30:00,84.929184,1420.1704,96101.02,96830.33,101019.47,278.2442,278.17114,277.94244,276.87857,278.02127,-1.5521331,-1.0627888,-2.0524764,4.296611,2.9372988,5.9129286
48.0,5.625,2014-01-04 06:30:00,73.9725,1409.6664,95977.65,96708.62,100886.69,278.34357,278.21448,277.96408,276.95245,277.98453,-2.1802998,-1.4783365,-3.0226412,4.4925528,3.0502205,6.3709006
48.0,5.625,2014-01-04 07:30:00,65.65029,1400.707,95431.38,96602.65,100788.16,278.67374,278.49615,278.093,276.60397,278.20468,-2.878007,-1.9510686,-3.9868743,4.8841558,3.316798,6.8786097
48.0,5.625,2014-01-04 08:30:00,58.143555,1392.1823,91982.69,96507.28,100699.734,279.4585,279.27478,278.5315,275.90576,278.97964,-3.367416,-2.2987895,-4.346549,5.7323694,3.9189456,8.185561
48.0,5.625,2014-01-04 09:30:00,46.578323,1380.1415,92521.875,96386.74,100558.41,279.6693,279.51938,278.6834,275.97513,279.2119,-3.4728787,-2.3780866,-4.5101566,5.5889096,3.8331382,7.743176
48.0,5.625,2014-01-04 10:30:00,38.692303,1370.5011,94541.8,96298.39,100462.375,279.5308,279.4378,278.72546,275.85815,279.217,-3.191804,-2.1981745,-4.0979958,5.5464478,3.8231733,7.4959755
48.0,5.625,2014-01-04 11:30:00,29.369812,1360.3633,94477.46,96184.266,100351.41,278.94562,278.90106,278.27454,276.21414,278.73767,-2.732358,-1.8913776,-3.3186502,6.0402827,4.180011,7.9018226
48.0,5.625,2014-01-04 12:30:00,20.015057,1350.5864,89331.32,96071.6,100239.93,278.5047,278.46506,277.82553,276.34998,278.33737,-2.045159,-1.418217,-2.2753975,6.1580715,4.2650175,8.108564
48.0,5.625,2014-01-04 13:30:00,14.754494,1343.9354,90488.55,96003.97,100177.08,277.9191,277.9095,277.26538,275.9975,277.79617,-1.4508612,-1.0081444,-1.4872756,6.4781795,4.5004215,8.27034
48.0,5.625,2014-01-04 14:30:00,12.685345,1340.6259,91682.45,95981.164,100152.25,277.20117,277.2389,276.5874,275.77682,277.28204,-1.3552613,-0.9440677,-1.3583245,6.7194204,4.6846385,8.382175
48.0,5.625,2014-01-04 15:30:00,11.295139,1339.9711,94704.95,95956.08,100135.63,276.88382,276.82715,276.26044,276.09637,276.62982,-1.0655096,-0.7352836,-1.2497423,6.273846,4.331388,8.136834
48.0,5.625,2014-01-04 16:30:00,8.603691,1340.5242,95210.45,95928.805,100103.49,276.8441,276.689,276.23004,276.48196,276.36835,-1.6107469,-1.0964401,-2.1713583,5.5001354,3.748373,7.5502334
48.0,5.625,2014-01-04 17:30:00,2.0340881,1337.3734,94934.66,95850.06,100024.445,277.28558,277.0537,276.77216,276.56082,276.64233,-1.7878206,-1.195241,-2.591528,4.8826685,3.277702,7.2205205
48.0,5.625,2014-01-04 18:30:00,-6.643425,1331.0085,94647.89,95754.62,99920.42,277.9304,277.6981,277.4787,276.74103,277.3255,-2.1791558,-1.4619722,-3.1317286,4.83348,3.2516124,7.1009407
48.0,5.625,2014-01-04 19:30:00,-13.586029,1324.685,94117.88,95679.85,99837.27,278.50153,278.29047,278.0351,276.9203,277.95715,-2.1945832,-1.4807203,-3.0216594,5.0769925,3.4332275,7.389644
48.0,5.625,2014-01-04 20:30:00,-16.951683,1320.54,94722.81,95639.97,99797.06,279.00018,278.7864,278.48163,276.6571,278.40616,-1.520994,-1.0205998,-2.155082,5.1238647,3.4556067,7.4725146
48.0,5.625,2014-01-04 21:30:00,-17.98362,1317.419,91945.67,95624.09,99784.56,279.42108,279.18323,278.80682,276.22205,278.7553,0.19889212,0.14369106,0.42876697,5.316861,3.5784001,8.101372
48.0,5.625,2014-01-04 22:30:00,-15.016148,1314.4552,93916.82,95661.28,99820.1,279.37485,279.18762,278.83472,275.22894,278.7875,3.219521,2.1958704,4.576573,3.908273,2.6313329,5.7569294
48.0,5.625,2014-01-04 23:30:00,-10.176704,1313.1025,94658.03,95706.27,99878.0,278.70413,278.5905,278.28543,273.6207,278.3199,5.561138,3.8221948,7.6439953,1.3279124,0.8859004,1.8157175
48.5,5.0,2014-01-04 00:30:00,109.44719,1438.4442,97277.91,98560.57,101321.48,279.26703,279.24802,278.9282,275.5051,279.22998,0.6096704,0.42608953,1.0648699,5.4402266,3.8025038,6.9188833
48.5,5.0,2014-01-04 01:30:00,106.395195,1435.6794,97780.17,98527.09,101283.61,279.0368,279.0019,278.75592,275.78036,278.8512,-0.10027784,-0.06979275,-0.023370445,5.153208,3.5904756,6.593123
48.5,5.0,2014-01-04 02:30:00,100.54631,1431.1006,96998.66,98452.734,101211.36,278.9445,278.93414,278.5934,276.1427,278.9344,-0.8103595,-0.5670285,-0.77185625,5.159036,3.6101735,6.5656734
48.5,5.0,2014-01-04 03:30:00,92.37131,1424.7498,97607.76,98361.16,101111.984,278.87003,278.8303,278.54044,276.49493,278.67566,-1.4072692,-0.9807517,-1.7200747,4.903602,3.4166884,6.343022
48.5,5.0,2014-01-04 04:30:00,82.846375,1417.2024,97314.64,98244.19,100996.445,278.5612,278.54636,278.23898,276.83487,278.50122,-2.3167748,-1.6211171,-2.7992175,4.8703623,3.4085493,6.1934433
48.5,5.0,2014-01-04 05:30:00,71.210434,1407.4829,97365.02,98110.33,100854.97,278.4903,278.47583,278.1612,277.14615,278.40506,-3.034555,-2.1248007,-3.716539,4.92747,3.449994,6.1961317
48.5,5.0,2014-01-04 06:30:00,58.410007,1396.4164,97225.65,97964.62,100699.69,278.3709,278.36096,278.0422,277.33136,278.3185,-3.849245,-2.698063,-4.668149,5.0003653,3.5052986,6.300588
48.5,5.0,2014-01-04 07:30:00,47.77529,1386.7695,97095.38,97842.65,100571.91,278.49014,278.4649,278.12424,277.311,278.43515,-4.418046,-3.0956,-5.352109,5.4564214,3.8226573,6.855172
48.5,5.0,2014-01-04 08:30:00,38.643555,1377.7448,96894.69,97731.28,100463.234,279.1538,279.11072,278.67212,276.771,279.09293,-4.5978847,-3.2167583,-5.502799,6.175729,4.321289,7.939467
48.5,5.0,2014-01-04 09:30:00,31.422073,1368.2665,96681.875,97642.74,100377.16,279.9115,279.82407,279.20685,275.96146,279.667,-3.4709256,-2.4181256,-4.189844,6.407269,4.463998,8.313489
48.5,5.0,2014-01-04 10:30:00,23.489178,1359.2511,96509.8,97554.39,100281.375,280.4644,280.33624,279.5067,276.2976,280.07248,-2.412507,-1.6718074,-2.9241674,6.099182,4.2255173,8.144413
48.5,5.0,2014-01-04 11:30:00,13.557312,1349.4258,93949.46,97432.266,100162.16,280.59015,280.47137,279.54016,276.67117,280.17517,-1.9745455,-1.3698932,-2.2952127,6.3156734,4.3811827,8.413541
48.5,5.0,2014-01-04 12:30:00,3.7806816,1339.7739,86307.32,97319.6,100045.43,280.825,280.6838,279.53647,276.2074,280.39206,-1.1574638,-0.802006,-0.8935616,6.5506496,4.536502,9.046064
48.5,5.0,2014-01-04 13:30:00,-4.0111313,1332.4979,91032.55,97219.97,99951.83,281.09097,280.94073,279.80054,275.88226,280.59305,-0.95476747,-0.6604881,-0.8486037,6.5856013,4.557062,9.004715
48.5,5.0,2014-01-04 14:30:00,-6.5021553,1330.2509,90002.45,97189.164,99922.0,281.12695,281.03577,279.98584,276.01315,280.78595,-1.1228395,-0.78195834,-1.1766839,6.8952017,4.7979198,9.050144
48.5,5.0,2014-01-04 15:30:00,-7.4236107,1328.0961,96176.95,97180.08,99910.63,279.90335,279.65527,279.2409,276.18036,278.8095,-1.8809392,-1.2899711,-2.5231798,6.365643,4.364591,8.914178
48.5,5.0,2014-01-04 16:30:00,-8.036934,1326.7742,96170.45,97168.805,99903.24,278.57065,278.39993,278.05426,275.9136,277.9582,-2.4857469,-1.7233932,-3.1264365,6.8634167,4.7581387,9.167421
48.5,5.0,2014-01-04 17:30:00,-12.981537,1323.2484,96102.66,97114.06,99844.195,278.1137,277.9795,277.44794,275.86356,277.6775,-2.7253206,-1.8964128,-3.3200436,6.736184,4.684929,8.929504
48.5,5.0,2014-01-04 18:30:00,-19.924675,1318.2585,88647.89,97034.62,99760.92,278.6843,278.49106,277.93964,276.08868,278.1458,-2.212359,-1.5303316,-2.6707911,6.7143393,4.643214,9.462269
48.5,5.0,2014-01-04 19:30:00,-25.046967,1313.185,87493.88,96967.85,99699.27,279.27106,279.03265,278.5976,276.1078,278.50012,-1.3498566,-0.92896247,-1.6447062,6.8133206,4.6881104,9.711909
48.5,5.0,2014-01-04 20:30:00,-27.896996,1308.165,96210.81,96943.97,99665.81,279.42987,279.23563,278.8957,275.74695,278.83975,-0.55517364,-0.3809514,-0.7039101,5.891443,4.041544,8.263531
48.5,5.0,2014-01-04 21:30:00,-26.632057,1304.169,94841.67,96960.09,99681.31,279.8156,279.6051,279.13495,275.20642,279.1889,1.2054839,0.82215786,1.9434154,5.1996737,3.543244,7.6209035
48.5,5.0,2014-01-04 22:30:00,-19.539585,1303.5802,94236.82,97037.28,99765.35,279.44516,279.26965,278.78003,273.69965,278.79532,4.1443257,2.853097,6.0775495,4.070382,2.7944188,5.672945
48.5,5.0,2014-01-04 23:30:00,-9.442329,1309.1025,92706.03,97138.27,99885.75,278.89944,278.78583,278.27762,272.17538,278.48785,7.336529,5.108328,9.921339,1.0393382,0.72232616,1.01103
48.5,5.625,2014-01-04 00:30:00,117.63469,1446.5692,96749.91,97512.57,101422.48,278.6772,278.6738,278.38913,275.3176,278.63232,1.6546533,1.1504548,2.1978045,5.053508,3.514418,6.368102
48.5,5.625,2014-01-04 01:30:00,114.957695,1444.0544,96740.17,97487.09,101388.11,278.44696,278.4433,278.15436,275.5616,278.40588,0.8459807,0.58840275,1.1520445,4.952036,3.4439912,6.222029
48.5,5.625,2014-01-04 02:30:00,109.07756,1439.1006,96630.66,97420.734,101315.86,278.35074,278.3404,278.03873,275.9591,278.3172,-0.0453448,-0.03150603,0.03978926,4.9266143,3.4246266,6.264892
48.5,5.625,2014-01-04 03:30:00,101.34006,1432.5623,96599.76,97329.16,101221.484,278.3251,278.3088,278.0092,276.39532,278.26355,-0.6282165,-0.43607396,-0.7337465,4.809852,3.3375869,6.1301312
48.5,5.625,2014-01-04 04:30:00,92.440125,1425.0774,96466.64,97228.19,101112.945,278.35416,278.3276,278.02023,276.70987,278.27563,-1.1644311,-0.80764055,-1.4154284,4.7766123,3.310893,6.156334
48.5,5.625,2014-01-04 05:30:00,82.179184,1416.5454,96373.02,97110.33,100987.97,278.35162,278.31567,278.02838,276.8727,278.2244,-1.7484221,-1.2112263,-2.1794295,4.784892,3.3122988,6.1941786
48.5,5.625,2014-01-04 06:30:00,70.87875,1406.4789,96249.65,96980.62,100849.69,278.3084,278.27502,278.01096,276.93292,278.19742,-2.4527607,-1.7000161,-3.0451021,4.871459,3.3744392,6.281057
48.5,5.625,2014-01-04 07:30:00,62.21279,1397.707,96119.38,96882.65,100746.16,278.4081,278.37506,278.093,276.86374,278.33163,-3.0039835,-2.0838811,-3.6821868,5.2747808,3.6576183,6.7848597
48.5,5.625,2014-01-04 08:30:00,54.956055,1389.3698,95918.69,96787.28,100660.234,278.92334,278.87634,278.4768,276.28662,278.8488,-3.3342128,-2.3114848,-4.047721,5.7636194,3.9951174,7.4004045
48.5,5.625,2014-01-04 09:30:00,46.359573,1379.329,95881.875,96682.74,100557.91,279.45447,279.36703,278.8006,275.66263,279.2002,-3.3498318,-2.3126569,-4.2093754,5.5068784,3.8018882,7.2041135
48.5,5.625,2014-01-04 10:30:00,35.754803,1367.1886,95437.8,96570.39,100428.375,279.67923,279.57843,278.8739,275.7234,279.3303,-3.2425852,-2.2343073,-4.148777,5.362854,3.694267,7.2616005
48.5,5.625,2014-01-04 11:30:00,24.713562,1354.3008,94317.46,96448.266,100295.41,279.02374,278.9831,278.26672,275.6946,278.80408,-2.9804049,-2.0671587,-3.6995096,6.25122,4.336261,8.159635
48.5,5.625,2014-01-04 12:30:00,14.936932,1344.5864,93747.32,96327.6,100178.68,278.30548,278.27756,277.58334,276.182,278.1655,-2.310784,-1.6066935,-2.7148507,6.523306,4.5325956,8.471846
48.5,5.625,2014-01-04 13:30:00,8.441994,1338.7479,85320.55,96243.97,100101.33,278.25113,278.19464,277.50366,276.15765,278.0657,-1.0612128,-0.73568344,-0.9657912,6.624664,4.5902653,8.758621
48.5,5.625,2014-01-04 14:30:00,4.8415947,1335.5009,91442.45,96197.164,100058.25,278.24414,278.20764,277.5171,275.72214,278.09064,-0.37479258,-0.26047397,-0.17473078,7.2350454,5.022529,9.307957
48.5,5.625,2014-01-04 15:30:00,4.6388893,1334.9711,94656.95,96196.08,100055.63,277.60257,277.4912,276.9792,275.7995,277.10638,-0.39656425,-0.27336955,-0.34642196,7.05119,4.862638,9.332147
48.5,5.625,2014-01-04 16:30:00,2.884941,1334.2742,95178.45,96168.805,100034.74,277.12143,276.96634,276.47614,276.17142,276.5949,-0.5414109,-0.37378383,-0.5912802,6.933729,4.765951,9.229921
48.5,5.625,2014-01-04 17:30:00,-1.9346619,1331.8734,91974.66,96114.06,99976.695,277.1801,276.9756,276.51044,276.13895,276.57593,-0.9333284,-0.64153004,-0.98215294,6.5545435,4.4778976,9.175598
48.5,5.625,2014-01-04 18:30:00,-9.6278,1326.5085,86711.89,96034.62,99884.42,277.83273,277.5848,277.21307,276.22345,277.11847,-0.768023,-0.5234957,-0.74403334,6.413558,4.361964,9.309925
48.5,5.625,2014-01-04 19:30:00,-16.77353,1320.81,84581.88,95951.85,99799.02,278.2281,278.00922,277.7304,276.46326,277.6134,-0.8918488,-0.6106031,-0.9581828,6.301602,4.293579,9.059566
48.5,5.625,2014-01-04 20:30:00,-20.482933,1316.915,90114.81,95903.97,99754.31,278.64862,278.4622,278.216,276.51453,278.1171,-0.5844705,-0.40145922,-0.62773824,6.127771,4.180216,8.6502495
48.5,5.625,2014-01-04 21:30:00,-20.741432,1314.294,94521.67,95904.09,99751.31,278.82733,278.6598,278.37714,276.0033,278.3139,-0.04183054,-0.0291605,0.07866931,5.721158,3.8996892,8.116997
48.5,5.625,2014-01-04 22:30:00,-18.58646,1311.7052,94812.82,95925.28,99777.1,278.95688,278.78918,278.39722,275.4438,278.44766,1.8517232,1.264596,2.7099957,5.1192102,3.485825,7.4131794
48.5,5.625,2014-01-04 23:30:00,-13.668892,1309.7275,91154.03,95978.27,99835.75,278.66116,278.528,278.12918,273.92343,278.17926,5.1871147,3.5658472,7.313917,3.1140451,2.1310174,4.1555614
48.0,5.0,2014-01-05 00:30:00,7.0344276,1322.8611,93796.55,96238.72,100085.58,277.9712,277.9221,277.52502,271.39102,277.77734,7.4755135,5.1832895,9.752853,-1.4035401,-0.9733252,-1.9963403
